team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
EDM,2022,EDM,EDM,Team Level,4on5,81,0.17,0.15,0.16,25475.0,82.14,9.83,4.24,11.4,2.59,25.21,55.73,9.79,9.83,9.79,92.0,17.0,14.0,123.0,15.0,3.0,1.0,5.0,1.0,19.0,66.0,77.0,94.0,12.0,24.0,231.0,62.0,71.0,51.0,64.0,36.0,9.0,2.25,4.63,2.95,4.0,8.0,3.0,123.0,109.0,109.0,46.0,0.97,0.92,0.92,9.88,9.88,9.87,402.04,49.43,35.07,84.75,13.27,245.22,128.26,47.15,49.43,47.15,406.0,150.0,162.0,718.0,56.0,38.0,7.0,81.0,18.0,198.0,165.0,350.0,500.0,17.0,34.0,243.0,39.0,33.0,88.0,390.0,108.0,58.0,10.4,12.71,26.32,5.0,17.0,34.0,718.0,556.0,556.0,2.0,9.12,7.84,7.64,50.91,50.91,49.36
EDM,2022,EDM,EDM,Team Level,5on4,81,0.95,0.9,0.89,22789.0,410.03,71.4,36.91,76.8,12.73,233.56,119.59,63.23,71.4,63.23,414.0,137.0,163.0,714.0,81.0,46.0,13.0,62.0,12.0,219.0,131.0,333.0,470.0,15.0,30.0,245.0,31.0,30.0,70.0,311.0,155.0,85.0,7.99,18.35,45.06,9.0,26.0,46.0,714.0,551.0,551.0,4.0,9.65,14.16,14.16,66.9,66.9,61.38,48.93,3.81,2.09,6.93,1.52,15.67,36.98,3.79,3.81,3.79,55.0,12.0,9.0,76.0,6.0,0.0,0.0,5.0,1.0,12.0,43.0,49.0,61.0,11.0,25.0,189.0,76.0,44.0,46.0,52.0,11.0,4.0,1.43,1.33,1.05,2.0,2.0,2.0,76.0,67.0,67.0,43.0,0.49,0.0,0.0,4.29,4.29,4.26
DAL,2022,DAL,DAL,Team Level,other,81,0.59,0.52,0.52,8666.0,142.56,34.58,9.99,25.14,5.08,75.76,46.45,33.06,34.58,33.06,139.0,58.0,70.0,267.0,33.0,14.0,2.0,21.0,5.0,65.0,59.0,106.0,164.0,6.0,12.0,112.0,29.0,22.0,19.0,98.0,47.0,52.0,3.9,6.01,24.66,6.0,7.0,20.0,267.0,197.0,197.0,9.0,2.9,3.08,3.08,34.4,34.4,33.54,136.44,24.37,10.05,26.43,4.74,71.24,48.18,22.6,24.37,22.6,134.0,51.0,60.0,245.0,26.0,17.0,4.0,18.0,1.0,56.0,67.0,108.0,159.0,4.0,8.0,110.0,29.0,24.0,24.0,104.0,49.0,32.0,3.9,5.85,14.61,4.0,9.0,13.0,245.0,185.0,185.0,9.0,2.85,3.17,3.17,24.05,24.05,23.09
DAL,2022,DAL,DAL,Team Level,all,81,0.55,0.52,0.51,295985.0,2590.35,274.03,178.52,612.39,87.97,1423.1,1009.98,261.36,277.36,264.59,2584.0,1002.0,1333.0,4919.0,280.0,254.0,37.0,448.0,86.0,1187.0,1331.0,2304.0,3306.0,267.0,579.0,2576.0,1637.0,572.0,771.0,2568.0,719.0,299.0,75.61,88.16,110.25,94.0,91.0,95.0,5009.44,3586.0,3636.54,374.0,39.95,53.47,53.52,260.46,263.76,256.53,2459.42,226.44,168.67,569.77,81.36,1368.24,1001.51,218.53,225.4,217.52,2429.0,987.0,1145.0,4561.0,215.0,199.0,30.0,476.0,49.0,1165.0,1312.0,2214.0,3201.0,283.0,641.0,2140.0,1922.0,584.0,717.0,2524.0,669.0,223.0,71.02,81.83,73.59,68.0,86.0,61.0,4514.83,3416.0,3393.17,342.0,37.0,40.06,40.06,223.37,222.19,217.7
DAL,2022,DAL,DAL,Team Level,5on5,81,0.52,0.52,0.51,239532.0,1977.48,171.47,130.52,489.86,67.18,1092.46,796.53,165.32,174.8,168.55,1956.0,792.0,1078.0,3826.0,174.0,183.0,25.0,355.0,68.0,909.0,1059.0,1782.0,2574.0,239.0,523.0,1991.0,1514.0,483.0,640.0,2029.0,558.0,161.0,59.78,67.78,43.9,75.0,67.0,32.0,3916.44,2748.0,2798.54,321.0,27.03,35.14,35.63,162.86,166.16,163.17,1926.23,157.32,124.05,466.13,63.4,1068.19,796.92,153.16,156.28,152.14,1889.0,787.0,925.0,3601.0,145.0,154.0,23.0,389.0,39.0,897.0,1052.0,1744.0,2531.0,257.0,589.0,1634.0,1797.0,487.0,606.0,2043.0,492.0,141.0,57.99,60.6,38.72,56.0,61.0,28.0,3554.83,2676.0,2653.17,302.0,25.54,30.73,30.73,152.13,150.95,149.03
DAL,2022,DAL,DAL,Team Level,4on5,81,0.14,0.14,0.16,24363.0,65.13,6.41,2.87,10.04,1.98,20.15,44.55,6.09,6.41,6.09,76.0,10.0,9.0,95.0,10.0,4.0,1.0,5.0,2.0,9.0,56.0,66.0,76.0,5.0,10.0,227.0,73.0,43.0,42.0,64.0,14.0,8.0,1.75,2.02,2.63,0.0,5.0,5.0,95.0,86.0,86.0,39.0,0.67,1.32,1.32,5.75,5.75,5.7,327.57,37.86,30.94,66.89,10.94,206.45,107.93,36.02,37.86,36.02,320.0,141.0,142.0,603.0,39.0,26.0,3.0,61.0,8.0,196.0,131.0,281.0,422.0,12.0,24.0,188.0,40.0,15.0,60.0,312.0,109.0,40.0,7.16,12.96,17.75,7.0,13.0,19.0,603.0,461.0,461.0,7.0,7.76,5.6,5.6,40.02,40.02,38.48
DAL,2022,DAL,DAL,Team Level,5on4,81,0.9,0.87,0.86,23424.0,405.18,61.57,35.13,87.35,13.74,234.74,122.45,56.89,61.57,56.89,413.0,142.0,176.0,731.0,63.0,53.0,9.0,67.0,11.0,204.0,157.0,350.0,492.0,17.0,34.0,246.0,21.0,24.0,70.0,377.0,100.0,78.0,10.17,12.34,39.06,13.0,12.0,38.0,731.0,555.0,555.0,5.0,9.37,13.93,13.49,57.44,57.44,54.12,69.18,6.9,3.64,10.33,2.29,22.36,48.49,6.76,6.9,6.76,86.0,8.0,18.0,112.0,5.0,2.0,0.0,8.0,1.0,16.0,62.0,81.0,89.0,10.0,20.0,208.0,56.0,58.0,27.0,65.0,19.0,10.0,1.96,2.42,2.52,1.0,3.0,1.0,112.0,94.0,94.0,24.0,0.83,0.56,0.56,7.17,7.17,7.09
ARI,2022,ARI,ARI,Team Level,other,81,0.37,0.41,0.38,8897.0,109.37,24.96,7.42,18.9,3.65,56.79,37.27,23.38,24.96,23.38,108.0,41.0,58.0,207.0,27.0,14.0,2.0,15.0,3.0,49.0,41.0,81.0,122.0,6.0,12.0,96.0,33.0,22.0,24.0,68.0,46.0,35.0,2.97,6.01,15.99,3.0,6.0,18.0,207.0,149.0,149.0,7.0,2.12,3.4,3.4,23.69,23.69,23.02,177.01,41.84,13.34,30.03,5.8,93.32,58.66,38.64,41.84,38.64,165.0,78.0,56.0,299.0,28.0,20.0,6.0,26.0,4.0,88.0,77.0,137.0,215.0,3.0,6.0,128.0,35.0,21.0,18.0,108.0,79.0,56.0,4.83,10.16,26.85,2.0,11.0,15.0,299.0,243.0,243.0,7.0,3.97,8.22,8.22,37.6,37.6,35.5
ARI,2022,ARI,ARI,Team Level,all,81,0.41,0.43,0.42,295830.0,2117.2,219.29,149.69,478.53,68.77,1163.96,836.76,208.75,217.61,207.12,2093.0,824.0,980.0,3897.0,221.0,187.0,27.0,413.0,48.0,966.0,1082.0,1872.0,2696.0,353.0,803.0,2105.0,2070.0,481.0,784.0,2053.0,631.0,233.0,62.51,77.04,79.73,68.0,77.0,76.0,3832.44,2917.0,2884.2,431.0,32.98,38.55,38.55,213.71,212.02,205.32,2874.59,310.43,208.05,655.25,94.56,1585.86,1114.86,293.4,313.73,296.54,2851.0,1118.0,1210.0,5179.0,290.0,267.0,44.0,587.0,90.0,1398.0,1337.0,2561.0,3679.0,287.0,669.0,2483.0,1819.0,537.0,643.0,2763.0,892.0,314.0,85.02,111.34,114.07,94.0,104.0,92.0,5272.38,3969.0,4023.28,289.0,47.08,55.41,55.47,302.04,305.11,293.91
ARI,2022,ARI,ARI,Team Level,5on5,81,0.45,0.45,0.45,233890.0,1676.18,150.41,113.41,396.51,54.62,922.51,675.54,145.43,148.73,143.79,1641.0,672.0,793.0,3106.0,147.0,143.0,22.0,341.0,40.0,766.0,876.0,1494.0,2166.0,317.0,731.0,1605.0,1922.0,396.0,652.0,1685.0,486.0,142.0,51.51,59.26,39.64,57.0,56.0,34.0,3041.44,2313.0,2280.2,379.0,23.48,29.35,29.64,144.26,142.56,140.05,2084.08,187.5,141.46,499.64,68.18,1140.91,842.31,180.63,190.81,183.77,2079.0,801.0,923.0,3803.0,180.0,181.0,28.0,463.0,71.0,984.0,1001.0,1899.0,2700.0,262.0,619.0,1854.0,1687.0,445.0,553.0,2070.0,648.0,162.0,63.92,80.63,42.96,75.0,72.0,33.0,3896.38,2880.0,2934.28,267.0,29.4,34.83,34.88,182.02,185.09,181.53
ARI,2022,ARI,ARI,Team Level,4on5,81,0.08,0.08,0.09,29977.0,53.95,6.22,2.85,7.84,1.65,16.55,36.88,6.11,6.22,6.11,62.0,10.0,8.0,80.0,5.0,4.0,0.0,1.0,0.0,9.0,53.0,57.0,67.0,11.0,24.0,223.0,87.0,54.0,42.0,42.0,20.0,10.0,1.26,2.33,2.62,1.0,3.0,1.0,80.0,72.0,72.0,38.0,0.64,1.15,1.15,5.72,5.72,5.67,554.21,73.94,49.76,116.82,18.65,331.89,173.95,67.2,73.94,67.2,538.0,227.0,213.0,978.0,77.0,64.0,9.0,93.0,14.0,316.0,201.0,461.0,688.0,16.0,32.0,322.0,37.0,21.0,56.0,535.0,143.0,87.0,14.59,17.82,41.52,15.0,20.0,42.0,978.0,765.0,765.0,3.0,12.9,11.43,11.43,75.41,75.41,69.97
ARI,2022,ARI,ARI,Team Level,5on4,81,0.84,0.84,0.83,23066.0,277.71,37.69,26.01,55.29,8.84,168.1,87.07,33.83,37.69,33.83,282.0,101.0,121.0,504.0,42.0,26.0,3.0,56.0,5.0,142.0,112.0,240.0,341.0,19.0,36.0,181.0,28.0,9.0,66.0,258.0,79.0,46.0,6.78,9.43,21.48,7.0,12.0,23.0,504.0,383.0,383.0,7.0,6.73,4.66,4.37,40.04,40.04,36.58,59.29,7.15,3.49,8.76,1.93,19.73,39.94,6.92,7.15,6.92,69.0,12.0,18.0,99.0,5.0,2.0,1.0,5.0,1.0,10.0,58.0,64.0,76.0,6.0,12.0,179.0,60.0,50.0,16.0,50.0,22.0,9.0,1.68,2.73,2.74,2.0,1.0,2.0,99.0,81.0,81.0,12.0,0.8,0.94,0.94,7.0,7.0,6.91
NJD,2022,NJD,NJD,Team Level,other,81,0.64,0.56,0.59,9322.0,164.93,42.97,11.21,26.96,5.37,85.41,55.08,39.55,42.97,39.55,167.0,60.0,64.0,291.0,42.0,13.0,4.0,20.0,7.0,77.0,68.0,125.0,185.0,5.0,10.0,116.0,27.0,26.0,16.0,94.0,74.0,59.0,3.89,8.96,30.12,6.0,12.0,24.0,291.0,227.0,227.0,4.0,3.21,3.85,3.85,42.33,42.33,40.28,115.65,24.16,8.54,20.52,3.84,63.47,37.47,23.04,24.16,23.04,110.0,48.0,67.0,225.0,23.0,11.0,2.0,10.0,2.0,66.0,46.0,87.0,135.0,9.0,18.0,96.0,41.0,20.0,20.0,79.0,45.0,34.0,3.14,5.19,15.82,4.0,4.0,15.0,225.0,158.0,158.0,6.0,2.55,2.46,2.46,24.25,24.25,23.45
NJD,2022,NJD,NJD,Team Level,all,81,0.56,0.54,0.54,295397.0,2815.63,296.96,189.05,650.68,93.75,1507.19,1102.43,279.9,298.97,281.9,2788.0,1053.0,1357.0,5198.0,284.0,283.0,38.0,481.0,79.0,1397.0,1317.0,2504.0,3557.0,256.0,549.0,2385.0,1347.0,613.0,763.0,2678.0,854.0,309.0,81.88,107.44,107.65,91.0,109.0,84.0,5264.04,3841.0,3884.56,368.0,41.64,60.9,60.97,277.63,279.59,271.27,2369.26,229.5,160.82,554.26,80.46,1304.38,959.58,220.98,229.43,220.93,2284.0,1005.0,1213.0,4502.0,218.0,222.0,34.0,375.0,57.0,1189.0,1228.0,2066.0,3071.0,251.0,551.0,2269.0,1813.0,552.0,705.0,2355.0,706.0,228.0,68.48,85.75,75.27,61.0,82.0,75.0,4474.67,3289.0,3280.35,358.0,35.42,44.11,44.21,220.71,220.31,215.68
NJD,2022,NJD,NJD,Team Level,5on5,81,0.56,0.54,0.54,243233.0,2275.99,205.6,146.64,551.68,75.62,1213.3,907.23,196.3,207.6,198.3,2241.0,860.0,1126.0,4227.0,194.0,228.0,26.0,405.0,64.0,1110.0,1100.0,2047.0,2907.0,233.0,505.0,1848.0,1259.0,497.0,648.0,2256.0,650.0,195.0,69.36,82.05,54.19,79.0,82.0,33.0,4293.04,3101.0,3144.56,337.0,30.44,46.42,46.49,189.55,191.5,187.33,1881.98,162.03,121.3,461.29,64.48,1033.28,778.62,157.01,161.96,156.96,1816.0,805.0,985.0,3606.0,151.0,175.0,28.0,322.0,48.0,924.0,1001.0,1665.0,2470.0,217.0,483.0,1830.0,1681.0,467.0,616.0,1924.0,559.0,138.0,55.89,68.06,38.07,52.0,61.0,38.0,3578.67,2621.0,2612.35,331.0,25.08,34.09,34.23,152.88,152.48,150.36
NJD,2022,NJD,NJD,Team Level,4on5,81,0.13,0.13,0.15,22399.0,56.89,5.77,2.77,8.21,1.86,17.95,39.45,5.7,5.77,5.7,61.0,15.0,13.0,89.0,9.0,3.0,1.0,4.0,0.0,16.0,44.0,52.0,67.0,6.0,12.0,208.0,40.0,80.0,24.0,52.0,17.0,7.0,1.54,2.25,1.97,2.0,3.0,4.0,89.0,76.0,76.0,23.0,0.64,0.65,0.65,5.76,5.76,5.74,306.31,37.48,28.0,62.92,10.13,187.12,98.35,35.13,37.48,35.13,296.0,128.0,147.0,571.0,37.0,36.0,4.0,37.0,7.0,181.0,126.0,259.0,387.0,18.0,36.0,186.0,25.0,16.0,48.0,289.0,87.0,48.0,7.68,10.58,19.22,4.0,13.0,20.0,571.0,424.0,424.0,3.0,7.1,7.58,7.52,37.06,37.06,35.39
NJD,2022,NJD,NJD,Team Level,5on4,81,0.88,0.86,0.84,20443.0,317.81,42.64,28.43,63.84,10.89,190.53,100.67,38.34,42.64,38.34,319.0,118.0,154.0,591.0,39.0,39.0,7.0,52.0,8.0,194.0,105.0,280.0,398.0,12.0,22.0,213.0,21.0,10.0,75.0,276.0,113.0,48.0,7.08,14.18,21.38,4.0,12.0,23.0,591.0,437.0,437.0,4.0,7.34,9.99,9.99,39.99,39.99,37.92,65.31,5.83,2.98,9.53,2.01,20.5,45.14,5.81,5.83,5.81,62.0,24.0,14.0,100.0,7.0,0.0,0.0,6.0,0.0,18.0,55.0,55.0,79.0,7.0,14.0,157.0,66.0,49.0,21.0,63.0,15.0,8.0,1.77,1.91,2.15,1.0,4.0,2.0,100.0,86.0,86.0,18.0,0.68,0.0,0.0,6.52,6.52,6.49
CBJ,2022,CBJ,CBJ,Team Level,other,80,0.51,0.51,0.5,9769.0,153.75,32.39,12.54,27.29,5.33,84.78,44.66,27.72,32.39,27.72,147.0,60.0,57.0,264.0,26.0,20.0,2.0,22.0,5.0,84.0,50.0,121.0,181.0,7.0,14.0,122.0,20.0,19.0,20.0,94.0,66.0,47.0,3.48,8.19,20.72,5.0,10.0,11.0,264.0,207.0,207.0,5.0,3.63,7.3,7.3,28.72,28.72,25.91,148.05,31.54,10.78,25.64,5.04,83.07,48.91,29.96,31.54,29.96,140.0,65.0,53.0,258.0,38.0,10.0,4.0,24.0,3.0,72.0,58.0,102.0,167.0,5.0,10.0,119.0,20.0,12.0,13.0,106.0,55.0,44.0,4.02,6.79,20.73,6.0,8.0,24.0,258.0,205.0,205.0,5.0,3.17,2.83,2.83,31.88,31.88,30.48
CBJ,2022,CBJ,CBJ,Team Level,all,80,0.44,0.46,0.45,290760.0,2394.96,228.97,167.15,547.09,79.34,1308.94,953.51,218.04,227.43,216.6,2335.0,950.0,1145.0,4430.0,208.0,216.0,27.0,531.0,77.0,1061.0,1192.0,2127.0,3077.0,274.0,598.0,2283.0,1846.0,521.0,546.0,2378.0,681.0,226.0,69.84,82.5,76.63,72.0,81.0,55.0,4357.72,3285.0,3243.01,275.0,37.09,45.14,45.2,220.87,219.32,213.21,2891.92,289.71,205.14,662.84,95.45,1594.36,1131.49,276.85,293.77,280.79,2834.0,1145.0,1319.0,5298.0,322.0,281.0,50.0,654.0,92.0,1298.0,1332.0,2512.0,3657.0,257.0,562.0,2406.0,1417.0,560.0,560.0,2838.0,838.0,303.0,83.4,103.81,102.49,111.0,114.0,97.0,5437.64,3979.0,4061.6,262.0,45.26,59.96,59.96,275.01,278.81,271.55
CBJ,2022,CBJ,CBJ,Team Level,5on5,80,0.43,0.45,0.44,238755.0,1851.57,157.54,122.67,443.16,61.4,999.92,755.3,152.4,155.99,150.97,1808.0,732.0,948.0,3488.0,140.0,165.0,21.0,423.0,61.0,798.0,953.0,1668.0,2400.0,234.0,518.0,1769.0,1730.0,453.0,467.0,1891.0,516.0,133.0,57.57,62.71,37.27,57.0,61.0,22.0,3415.72,2540.0,2498.01,254.0,25.36,32.12,32.18,150.72,149.16,146.82,2301.62,205.63,156.21,551.3,75.72,1264.45,919.68,197.46,209.7,201.39,2265.0,908.0,1114.0,4287.0,226.0,230.0,41.0,544.0,80.0,1012.0,1081.0,2039.0,2947.0,224.0,496.0,1900.0,1339.0,467.0,471.0,2327.0,645.0,201.0,68.77,79.85,57.0,95.0,88.0,43.0,4426.64,3173.0,3255.6,233.0,32.35,48.15,48.15,189.84,193.65,189.97
CBJ,2022,CBJ,CBJ,Team Level,4on5,80,0.13,0.14,0.15,21563.0,67.43,6.36,3.51,8.74,1.99,21.31,48.09,6.26,6.36,6.26,72.0,18.0,17.0,107.0,4.0,0.0,0.0,11.0,2.0,17.0,56.0,68.0,86.0,13.0,26.0,188.0,69.0,38.0,17.0,62.0,20.0,8.0,1.69,2.42,2.24,0.0,2.0,2.0,107.0,90.0,90.0,13.0,0.81,0.0,0.0,7.17,7.17,7.06,370.82,44.41,34.44,76.63,12.5,225.26,114.76,41.48,44.41,41.48,354.0,154.0,140.0,648.0,50.0,38.0,5.0,82.0,7.0,200.0,131.0,304.0,458.0,20.0,40.0,212.0,17.0,17.0,52.0,348.0,113.0,47.0,8.89,13.94,21.58,8.0,15.0,27.0,648.0,508.0,508.0,3.0,8.9,8.17,8.17,45.14,45.14,43.05
CBJ,2022,CBJ,CBJ,Team Level,5on4,80,0.8,0.84,0.83,20673.0,322.22,32.69,28.41,67.89,10.62,202.93,105.45,31.67,32.69,31.67,308.0,140.0,123.0,571.0,38.0,31.0,4.0,75.0,9.0,162.0,133.0,270.0,410.0,20.0,40.0,204.0,27.0,11.0,42.0,331.0,79.0,38.0,7.11,9.19,16.4,10.0,8.0,20.0,571.0,448.0,448.0,3.0,7.3,5.71,5.71,34.27,34.27,33.42,71.43,8.12,3.72,9.25,2.19,21.57,48.14,7.95,8.12,7.95,75.0,18.0,12.0,105.0,8.0,3.0,0.0,4.0,2.0,14.0,62.0,67.0,85.0,8.0,16.0,175.0,41.0,64.0,24.0,57.0,25.0,11.0,1.71,3.23,3.18,2.0,3.0,3.0,105.0,93.0,93.0,21.0,0.85,0.82,0.82,8.15,8.15,8.05
BUF,2022,BUF,BUF,Team Level,other,80,0.49,0.47,0.44,9150.0,133.46,36.69,9.04,23.17,4.54,64.06,45.5,34.05,36.69,34.05,133.0,50.0,59.0,242.0,32.0,13.0,1.0,19.0,10.0,55.0,54.0,101.0,151.0,8.0,16.0,110.0,21.0,27.0,17.0,82.0,47.0,54.0,3.13,6.03,27.53,1.0,12.0,19.0,242.0,183.0,183.0,8.0,2.61,3.14,3.14,36.15,36.15,33.9,165.08,37.55,12.53,28.21,5.52,95.87,50.31,33.52,37.55,33.52,165.0,65.0,46.0,276.0,34.0,14.0,1.0,26.0,3.0,89.0,64.0,131.0,196.0,9.0,18.0,143.0,15.0,19.0,16.0,113.0,69.0,48.0,4.47,8.45,24.63,5.0,8.0,21.0,276.0,230.0,230.0,6.0,3.58,3.71,3.96,37.17,37.17,34.27
BUF,2022,BUF,BUF,Team Level,all,80,0.49,0.51,0.5,291335.0,2576.71,270.31,178.0,579.91,84.21,1392.66,1020.9,257.3,270.54,257.59,2594.0,932.0,1117.0,4643.0,284.0,235.0,26.0,552.0,84.0,1109.0,1262.0,2310.0,3242.0,263.0,550.0,2099.0,1156.0,569.0,569.0,2504.0,754.0,268.0,79.94,92.47,97.9,90.0,107.0,87.0,4649.63,3526.0,3531.67,258.0,39.21,46.95,47.0,262.52,263.27,255.09,2605.31,281.85,183.37,593.26,86.17,1419.87,1010.49,268.56,282.76,269.45,2647.0,928.0,904.0,4479.0,292.0,260.0,44.0,551.0,75.0,1094.0,1304.0,2355.0,3283.0,305.0,629.0,2558.0,1774.0,622.0,610.0,2445.0,839.0,291.0,75.56,103.43,102.86,93.0,108.0,91.0,4492.73,3575.0,3585.3,311.0,40.85,54.83,54.83,267.88,268.98,261.4
BUF,2022,BUF,BUF,Team Level,5on5,80,0.48,0.51,0.5,237682.0,2035.25,176.96,135.29,477.13,66.21,1104.74,824.66,170.57,177.17,170.87,2029.0,756.0,902.0,3687.0,190.0,181.0,17.0,464.0,58.0,881.0,1011.0,1839.0,2595.0,217.0,458.0,1649.0,1052.0,472.0,470.0,2061.0,580.0,144.0,66.85,71.07,39.03,78.0,76.0,36.0,3693.63,2785.0,2790.67,226.0,27.92,34.37,34.42,170.46,171.21,168.59,2013.53,189.92,135.4,478.91,66.8,1086.64,803.34,183.14,190.82,184.03,2054.0,707.0,744.0,3505.0,200.0,204.0,33.0,462.0,62.0,797.0,1037.0,1854.0,2561.0,269.0,557.0,1990.0,1671.0,510.0,507.0,1927.0,667.0,167.0,60.59,82.45,46.87,79.0,89.0,32.0,3518.73,2761.0,2771.3,266.0,28.15,41.02,40.77,177.29,178.39,175.44
BUF,2022,BUF,BUF,Team Level,4on5,80,0.15,0.15,0.15,20030.0,68.99,8.24,3.75,9.35,2.14,20.79,45.72,7.99,8.24,7.99,78.0,12.0,17.0,107.0,7.0,6.0,1.0,6.0,1.0,12.0,58.0,71.0,83.0,11.0,22.0,135.0,63.0,59.0,17.0,51.0,29.0,10.0,1.59,3.88,2.77,1.0,3.0,3.0,107.0,90.0,90.0,16.0,0.85,1.6,1.6,7.49,7.49,7.46,362.87,47.03,31.83,76.77,11.91,216.89,114.57,44.73,47.03,44.73,362.0,137.0,108.0,607.0,53.0,40.0,10.0,58.0,9.0,194.0,145.0,309.0,446.0,12.0,24.0,214.0,21.0,20.0,54.0,348.0,87.0,64.0,8.89,10.26,27.88,8.0,8.0,37.0,607.0,499.0,499.0,8.0,8.3,9.42,9.42,45.91,45.91,44.26
BUF,2022,BUF,BUF,Team Level,5on4,80,0.87,0.87,0.85,24473.0,339.01,48.42,29.92,70.26,11.32,203.06,105.02,44.69,48.42,44.69,354.0,114.0,139.0,607.0,55.0,35.0,7.0,63.0,15.0,161.0,139.0,299.0,413.0,27.0,54.0,205.0,20.0,11.0,65.0,310.0,98.0,60.0,8.37,11.48,28.56,10.0,16.0,29.0,607.0,468.0,468.0,8.0,7.83,7.84,7.84,48.42,48.42,45.14,63.82,7.35,3.62,9.37,1.93,20.47,42.26,7.17,7.35,7.17,66.0,19.0,6.0,91.0,5.0,2.0,0.0,5.0,1.0,14.0,58.0,61.0,80.0,15.0,30.0,211.0,67.0,73.0,33.0,57.0,16.0,12.0,1.61,2.27,3.49,1.0,3.0,1.0,91.0,85.0,85.0,31.0,0.83,0.67,0.67,7.51,7.51,7.43
NYI,2022,NYI,NYI,Team Level,other,82,0.46,0.49,0.49,9910.0,137.23,27.99,9.96,24.99,4.59,75.54,45.94,26.6,27.99,26.6,137.0,52.0,72.0,261.0,32.0,15.0,3.0,26.0,5.0,53.0,58.0,105.0,157.0,4.0,6.0,116.0,24.0,20.0,24.0,95.0,55.0,39.0,3.99,6.81,17.18,6.0,6.0,20.0,261.0,189.0,189.0,6.0,2.9,4.16,3.94,26.94,26.94,25.89,139.75,33.52,10.25,23.81,4.73,76.81,43.88,31.56,33.52,31.56,131.0,62.0,84.0,277.0,32.0,13.0,2.0,17.0,5.0,74.0,52.0,99.0,161.0,7.0,14.0,112.0,30.0,16.0,27.0,88.0,58.0,47.0,3.43,7.38,22.72,2.0,10.0,20.0,277.0,193.0,193.0,14.0,2.93,4.33,4.75,31.7,31.7,30.25
